NDC,Catalog Number,Price
01511058280,032400,70.98
04132218220,032473,44.84
02214340065,032575,34.84
47462150107,032625,54.87
08471261202,032725,19.95
07564240508,032786,5.93
00360657458,033114,11.20
12470001756,033471,36.23
00403207105,033568,41.27
34251063706,033632,170.75
06350187114,033670,11.87
30118012361,033822,138.93
06331336376,033837,100.89
01255575074,034304,23.70
00661283744,034360,130.80
35088870308,034640,63.72
03587623408,035005,44.28
31810826508,035085,11.24
75754081177,035223,22.79
00766586403,035266,20.47
45212673600,035330,18.95
42207006110,035642,12.25
05665754740,035678,4.94
83123611705,035756,15.53
14042064407,035776,38.60
73478011645,036070,33.55
30272000685,036404,64.35
14323011653,036558,8.69
30511508704,036605,37.86
00300601177,036854,67.80
02038077263,036881,36.22
53018035138,037128,2.69
03126481400,037135,23.80
41424000561,037311,25.65
78482056261,037434,12.12
17277651802,037536,27.15
54427060864,037578,12.21
63614120100,037583,155.00
34552031226,037735,129.70
21407438003,037764,35.62
51443045757,037766,5.89
03234265415,037856,10.30
04178073564,038134,12.80
81173254603,038371,19.32
77120851802,038376,109.88
26886084653,038534,5.89
02654860673,038638,36.94
07468751503,038651,19.45
70816454701,038662,86.16
00063776734,038750,20.77
56807467603,038755,50.25
02481262427,040413,69.80
64724128808,040685,15.31
08730055706,040743,3.26
00677474507,040746,118.22
08001827328,041155,9.34
06535075055,041380,74.92
06317454800,041577,45.03
62652083043,041841,24.69
60256083734,042066,31.28
01115580008,042251,164.41
10648060346,042267,125.61
32871086402,042722,68.94
80642063357,043000,48.84
04366887111,043126,44.55
83745513302,043313,63.82
02808773348,043340,93.80
18172062268,043353,39.74
08447888656,043573,10.93
24355036232,044065,18.73
04447671456,044128,97.53
30031512003,044242,159.59
17661375304,044752,139.44
12281178003,045010,22.90
05451843016,045024,40.63
06141680147,045213,22.60
34243024866,045258,4.41
10177206503,045353,37.52
43747078574,045362,86.51
07117556516,045574,94.71
24552024504,045575,50.58
70056060403,045634,31.20
22284002124,045733,1.72
77521013605,045763,193.69
85662064255,045841,48.70
68321084460,046408,25.92
07073503608,046457,27.90
86746037131,046533,32.90
01467443808,046535,40.20
07267622472,047022,84.33
37113057675,047182,60.40
61210718306,047237,78.30
76418045526,047422,51.37
51751413500,047474,83.80
04761070738,047563,47.49
03626510708,047635,49.41
08753006287,047738,118.67
61207241106,048211,10.63
06807507818,048283,192.20
34806836500,048303,39.21
00872652058,048435,44.94
24866035020,048485,40.45
06077508336,048624,50.93
73348072710,048784,47.50
17838022526,048788,10.87
04456733600,048817,101.40
34812008347,050015,80.20
06587571316,050103,161.67
08032711574,050264,170.64
50325320502,050272,44.51
60478041207,050323,13.75
51306051807,050710,13.31
11177061555,050746,43.34
34615701107,050830,32.58
06174867388,051323,31.74
04827375707,051440,95.50
53728837506,051454,97.81
05502733865,051513,60.23
51243068514,051571,5.34
00056157406,051655,167.90
38246047570,051860,38.23
61062018463,052203,69.61
53872018667,052416,44.51
37005453108,052478,38.54
02780704387,052550,16.96
64327028157,052663,191.27
35750745002,052701,19.67
07728350630,052874,1.92
02145753114,053038,42.70
27546057240,053170,23.63
08825016831,053517,66.82
76000273006,053551,7.45
40535080640,053827,57.66
81347534507,053862,180.91
34081006502,053867,179.73
05050210208,054004,37.30
06035573782,054014,28.19
23687603507,054205,38.61
07307528166,054220,30.71
50715040456,054244,31.78
82218017782,054303,20.86
06604088075,054311,44.66
51664174001,054563,27.73
03070166707,054765,28.66
80262001416,054830,24.92
51366784005,054877,172.69
55042007100,055053,164.18
86866350306,055084,77.27
14175554603,055252,79.45
24103080162,055410,145.08
43067175001,055738,20.33
14803476504,055861,20.89
78356007653,055870,57.61
30104054066,056065,17.65
86235070280,056554,222.08
64248874708,056753,68.75
12008101106,057233,71.45
61346000507,057380,18.99
21812052851,057502,49.36
26785575800,057521,154.50
36863301700,057546,23.46
05000046603,057547,6.67
73225046177,057588,44.54
38415008534,057627,28.93
22167088632,058186,85.48
03317705614,058301,30.81
13045712003,058328,28.49
01240012464,058650,171.78
31203075666,058751,29.38
08638141056,060001,15.59
03545220310,060033,126.59
36680347403,060206,33.69
38684788107,060382,135.83
70423417806,060411,32.21
05466683481,061023,10.74
07004885270,061078,123.74
05424706316,061113,12.31
41361445705,061405,53.14
67627086035,061488,119.23
04111407660,061602,2.35
00261581521,061626,49.84
17188506405,061635,113.63
00586802130,061850,3.81
04264446821,062258,76.73
08150218305,062440,13.68
22734012426,062651,37.46
08743325868,062705,19.93
07701617554,062732,174.19
55750088761,062752,39.36
08861713686,062814,24.24
55555205204,062848,3.21
86824022016,063210,83.87
00774883333,063282,60.91
07361411340,063432,110.34
17282772705,063682,26.42
15214332201,063861,31.76
02876062203,064185,183.71
17215636506,064307,5.82
42688077181,064414,2.10
61628076777,064445,84.88
00118351181,064524,66.18
06510442146,064840,70.44
20480557104,065004,26.08
83714182408,065230,148.64
83632067264,065877,9.53
48126086323,065887,93.66
16733844700,066100,35.81
11251038006,066302,85.80
35155080567,066433,24.53
07302558562,066556,24.00
01010564747,066641,78.12
32274085163,066740,77.24
61262857202,066887,161.91
30303755307,067315,24.54
78040024402,067334,31.71
20872024347,067446,10.00
80334207702,067750,75.33
05471722208,067751,38.00
08310380116,067881,5.52
85832018768,068086,7.30
06023312676,068104,12.92
04303038154,068403,170.82
14755061622,068424,38.36
03282740552,068562,49.31
52087076431,068577,47.60
03204186431,068735,4.25
03104846546,068776,46.91
01353464467,068837,54.94
04738012230,070101,3.40
03280733682,070118,46.72
08551015754,070148,45.20
36268053640,070241,95.94
05810886783,070252,5.14
16218335705,070266,16.90
02126031423,070306,92.87
06345056751,070354,39.45
04514570858,070511,57.48
30014528308,070818,102.07
05133647512,070874,70.89
02835225365,071381,166.95
08788058253,071616,13.47
50382070825,071825,67.46
78065011475,072604,22.18
06732073252,072836,3.75
73677364300,072858,35.88
02737234581,073331,9.78
02374476808,073432,61.90
51001147108,073640,13.50
06862370507,073744,14.87
04065512320,073825,81.13
00628414617,074566,87.54
04680838145,075022,9.62
03211478746,075264,71.31
01638161113,075683,90.70
07672337820,075708,85.27
21218001652,076085,34.91
18451008171,076114,33.15
47200088245,076338,49.19
74774147204,076540,1.30
52074025381,076621,24.11
08816270777,077233,50.81
20404337007,077258,46.96
05357007310,077335,62.96
64713231701,077501,52.72
08754774070,077862,7.10
72746438406,077871,145.37
76606505804,078030,22.42
44203348602,078187,13.41
71454031453,078426,48.00
08302101303,078762,110.94
03221311506,078843,118.77
45527041401,078876,46.87
00348262243,080370,39.93
23468034006,080410,185.46
11280056414,080505,40.41
03271033465,080682,198.77
06337377073,080716,47.80
75223610804,081328,74.67
16444052270,081406,113.81
07541243628,081617,37.52
34216136301,081685,9.28
07651604736,081753,41.87
68722031704,081856,11.60
86473035165,082003,32.12
46175077241,082010,28.76
64645078677,082141,30.99
55361222508,082155,159.52
72481885701,082302,62.42
70874671105,083014,140.69
08708725061,083150,9.69
66850453001,083346,96.97
02075782146,083376,29.21
46584017734,083476,1.33
11684037580,083668,184.27
24235025273,084056,27.33
70717035884,084133,31.72
01468603856,084415,2.99
00722123075,084654,56.46
70060071277,084746,40.42
10015207004,084747,32.13
02708010002,084877,93.40
07865417828,085110,74.60
06876348560,085211,32.16
74625516304,085284,24.80
68227714805,085286,163.38
05753481062,085488,41.53
23517855004,085634,142.38
56757204104,085806,174.77
01111744130,085833,47.73
00153224077,085870,195.69
81422025080,086067,185.51
06780324220,086158,29.46
22007128608,086181,61.18
04507270361,086425,25.44
02348635356,086530,10.68
07167786543,086687,10.85
03744048178,086745,153.34
41836074547,086815,139.80
43168013731,087047,187.72
02585818166,087142,14.92
58806031461,087221,138.62
51680045545,087346,15.40
07065007534,087535,42.82
22034074215,087551,27.61
56611162801,087735,35.70
03488552703,087760,35.91
04481233675,087823,88.20
77777046674,088008,6.24
54560086553,088020,21.47
07667515555,088068,9.55
08001075148,088115,92.20
21061123206,088155,125.26
55173737601,088383,28.27
48454156105,088407,38.93
88235543106,088470,34.64
72441462100,088558,86.13
05873005601,088718,34.49
41758062831,100508,107.83
06508808307,100568,47.65
83011751606,100668,5.72
73255020075,100775,194.84
22607457705,100803,33.15
06143170808,100827,131.87
52553086073,100842,49.59
03821232448,101073,4.90
06382587760,101145,69.19
42307084205,101251,35.27
01352663033,101328,80.95
03267430143,101507,2.32
47262037573,101526,43.47
01618150528,101634,98.76
70667043703,101678,40.58
30168321704,101683,38.04
75345068181,101712,14.48
01425635106,101754,46.10
11025811700,101868,4.95
32504462504,102054,4.62
68376057216,102204,53.33
50647016804,102502,29.48
68085010172,103307,113.20
47021102605,103386,92.82
04521015133,103823,20.56
48525228603,103866,47.26
88615543004,103880,11.24
31577105306,104240,14.10
51007012752,104305,40.74
07815004133,104321,36.40
08140571116,104341,9.80
52083802605,104380,44.10
40528002402,104481,11.19
52276167707,104616,36.56
06182405174,104772,59.24
27747730806,105060,22.75
03051886463,105318,17.45
04008824583,105470,15.55
05101870880,105710,20.76
01272008228,106177,34.72
08750438874,106310,14.67
00408367001,106601,49.26
02471370127,106631,85.67
67757473004,106658,28.76
86535032785,106708,1.15
65738407007,106757,32.21
03646448283,106875,17.62
03010622848,107108,1.33
56015807504,107332,84.52
47417808300,107772,135.04
06831851766,108334,16.67
08521706406,108873,82.35
45176031324,110048,20.79
72544035313,110120,71.99
88327042086,110204,8.27
08281433186,110681,30.83
44107013480,110725,14.90
77482024034,110804,185.41
56772037408,110821,19.38
00176385131,111060,5.62
01616011220,111085,47.10
08243032606,111331,49.12
03722156700,111462,31.39
51604663300,111487,144.78
73530086136,111581,45.00
18525063454,111633,75.52
24044010607,111664,9.81
87181814401,112070,42.81
47808036236,112156,30.98
85535003228,112283,75.92
58030053547,112423,79.74
43063021132,112468,79.75
72236077808,112624,1.76
43150387303,112716,73.97
08073277086,112832,43.91
51573726200,113322,143.95
01731478528,113642,4.79
84414047004,114076,55.64
16185165203,114116,42.71
10225025228,114275,14.17
24123003385,114442,105.36
42558425207,114652,5.22
78678077087,114851,75.16
55174438701,115055,52.16
07351407028,115207,54.30
82477465307,115308,28.56
87870027401,115417,12.66
10754783503,115443,48.12
26844318104,115607,14.93
68445065205,115832,36.23
00610137083,116055,14.26
54653255704,116225,2.35
00386000564,116341,20.89
07353073156,116456,195.37
54600422703,116463,28.50
06163260710,116667,71.17
12412801702,116835,15.76
05084027824,117206,1.80
88370278101,117211,8.00
00606105142,117235,80.57
01675562641,117238,9.39
88426072808,117501,26.88
78130104203,117565,26.16
57371026605,118166,45.57
65267661402,118254,42.58
62004464201,118364,23.39
20864076000,118501,98.15
04115163127,118516,5.29
00212663418,118583,121.70
61660576002,118631,37.57
04532217113,120141,20.96
53680028867,120154,78.91
02882354302,120653,35.37
27861757503,120821,34.34
06107721875,120851,159.68
07612418480,121002,11.28
52530860400,121145,46.98
50023821306,121674,37.47
26733002340,121741,67.72
84827032058,121822,46.66
22363032674,122006,31.82
88546021347,122144,113.20
05261773512,122271,174.49
86477732708,122341,33.22
88042037851,122546,18.12
13318402106,122666,40.72
07873054714,123056,76.98
22408073080,123277,1.17
07614030552,123303,43.52
07168024217,123641,27.63
53505046072,123671,34.48
27177018468,123835,33.30
02388043552,123874,79.97
34022012386,124402,32.07
36631005487,124510,21.16
08432046314,124677,4.30
03418378175,124704,6.16
18670842001,124765,32.17
35611023110,124777,18.56
33813551605,125152,58.76
02308088882,125234,110.29
05881265067,125362,36.41
06045371476,125472,80.00
03870531805,125483,51.31
10580486602,125514,49.18
00370455672,126226,167.87
02757070814,126328,41.35
28321044740,126354,11.43
04801118087,126386,196.65
31730288306,126654,20.88
38076874701,126783,154.21
05875466531,127065,35.52
73024017561,127116,36.49
23057700506,127522,44.61
14876834006,127645,18.76
10704173105,127711,6.45
07435381184,127726,28.44
02212763478,128201,45.55
51305026710,128530,28.75
01110875121,128578,61.97
70451080285,130026,43.52
82402610600,130307,71.49
16678243202,130325,38.69
78220066034,131351,28.99
71865605606,131406,12.30
08037520862,131575,29.15
64708078148,132055,129.60
22678006732,132373,193.97
03703556581,132428,72.98
03558462804,133123,172.74
04665516801,133248,105.41
31384635005,133348,168.94
85784016216,133375,147.24
43083646706,133533,50.74
01856835206,133535,13.26
70506026670,134001,4.29
07127052313,134032,18.60
25603046010,134075,18.31
04287524785,134288,22.13
88154288000,134746,22.59
37651833002,134828,22.85
44831071170,134863,12.12
06604652830,135137,44.22
08138172340,135462,49.12
31408046064,135644,22.41
72747568803,136172,13.35
18864570104,136308,181.32
58284032642,136704,45.70
26380868102,136763,18.90
68862040536,136807,20.60
03603288120,137066,13.60
01030016502,137086,27.79
04888520854,137155,3.88
72358557305,137320,149.59
07042351270,137412,86.62
20386007756,137563,41.11
35623085147,137782,99.40
17515053437,138461,85.95
00227547258,138553,20.10
48456766500,138756,32.36
73286002331,138801,1.76
57700324001,138826,60.75
00867444048,138876,96.16
03825878782,140370,18.54
01463031153,140430,182.90
10008006857,140531,4.74
23782024108,140552,35.42
07068637802,140702,21.70
02261874525,140773,86.60
43405375204,140857,34.16
08756381105,141323,22.77
30770022617,141545,46.83
08637068534,141570,162.26
25031017723,141635,45.80
62544016730,141835,17.20
68777074643,142110,167.90
84468310004,142166,44.16
84184771705,142268,33.00
10800055540,142516,103.22
06624603070,142744,140.12
68113024226,142764,75.82
15555060883,142836,37.80
40470424100,143202,21.58
51871100602,143327,59.56
01365017822,143384,6.53
00537241124,143544,27.92
00807137373,143665,82.20
30117010664,143843,83.95
58363026068,144100,107.80
07633104650,144116,38.14
26183024747,144402,11.30
80876572401,144620,110.39
06810181370,144750,25.86
31802283008,145201,47.94
36664077520,145420,28.36
34451071702,145526,102.55
05172421461,146522,108.59
00280486585,146601,41.93
18463012703,146735,48.21
11384270808,146877,7.67
85885600000,147052,93.35
46134022050,147287,3.90
06018026028,147431,124.94
02487551105,147512,169.93
04065383815,147568,122.20
83437407004,147620,37.37
36237062375,147652,49.43
60088458602,147663,49.39
53013800606,148128,93.90
00882063854,148455,78.02
27268754108,148532,40.74
44322047534,150188,43.28
01620444884,150258,19.26
05883434513,150287,25.34
04366240205,150368,65.13
88872881402,150405,109.93
04457660674,150423,47.56
30405053513,150456,9.23
66257028681,150460,97.25
00604110802,150523,27.70
05532068257,150614,183.48
02428507530,150647,94.72
24452862607,150737,36.16
07070322185,150857,35.24
10322037842,150887,75.49
35700675202,151028,23.73
26380421202,151260,104.50
06833013873,151530,93.97
60718043624,151534,49.16
78078050640,151541,28.30
03080845650,151652,82.33
71070082486,151678,47.54
37860073616,151811,60.22
61070021025,152158,43.92
37572046303,152263,37.17
72672416204,152723,69.65
06333157087,153303,71.85
71701060401,153351,73.91
13553022676,153363,23.89
67587073303,153383,45.93
64603013505,153448,29.58
20718545106,153588,175.44
48855505207,153773,51.80
04105266844,154053,159.71
37646766402,154305,41.28
06572342035,154308,17.86
82654034731,154462,94.12
08836538173,154533,18.11
13062034561,154617,51.82
70143013273,154631,2.57
50668016607,154653,72.45
08208100343,155226,2.60
66544007040,155534,90.00
32034074842,155573,6.85
58244008185,155621,44.69
04340177246,155685,39.44
50860046010,155710,36.25
06038238814,155774,27.60
37672363601,155801,27.51
04085258765,155836,81.29
85343677606,156014,14.19
17658047161,156618,47.52
41408320402,156783,79.60
41207036852,156857,30.25
01242757482,157127,46.20
13032042215,157285,24.33
22556000863,157766,33.69
75377022741,157858,34.97
32382116600,158037,20.66
04128023872,158335,10.10
63684056415,158375,20.79
16486125606,158387,4.93
11181558507,158523,20.47
07668504140,158576,33.78
47553043710,158680,62.35
02213002405,158712,9.46
41001040664,160325,29.11
04005701764,160417,24.91
10245012424,160621,114.74
17524015882,160628,34.78
05200580540,160650,141.60
12246072065,160708,65.18
46218666700,161355,15.58
07654021160,161388,77.22
30836045205,161466,103.25
82206074216,161517,29.48
08823828430,161871,109.60
05838402881,162241,52.61
83616282101,162411,188.69
64627327803,162427,111.63
54438312407,162511,162.66
20643038838,163170,34.77
10820036074,163271,72.78
02048135805,163300,19.26
73266831204,163336,4.52
06155468106,163573,166.97
41763000614,163665,169.20
07717168258,163734,13.20
03477642468,164112,126.16
06182058411,164268,24.63
41042510307,164340,35.89
05210005125,164370,68.40
05818102444,164378,64.47
71270000667,164433,16.78
64637518601,164435,8.65
65632021108,164767,32.60
84525000516,164833,22.62
44778015713,165268,33.49
51212538805,165620,96.59
02411131767,165634,29.99
62130073502,165726,40.61
62524821201,165860,2.60
00730624414,166168,24.71
08406082827,166212,17.55
75112026482,166352,3.90
44031300105,166365,46.22
35716044130,166423,23.40
62233041723,166428,145.66
04516015026,166438,99.20
76708047685,166502,7.91
43065688203,166856,27.98
75117282500,167037,5.11
58425474101,167233,36.52
63558662502,167431,39.76
32254050511,167536,56.92
05183681318,167537,61.75
05645031047,167660,36.00
53246041172,167784,98.61
36040076142,167824,94.86
08423078536,167883,42.85
50438664804,168004,58.97
21803686508,168013,159.11
51021250603,168136,32.90
30468074626,168731,32.65
36418371702,168813,2.99
08183058300,170023,81.43
06248011447,170064,1.20
00436500881,170407,43.89
00474544702,170481,4.78
07760278036,170613,60.57
04076366210,170627,18.77
43036037441,171272,24.42
23378047308,171513,4.88
03140013627,171615,76.39
03163776711,171658,22.10
33722086715,171665,85.84
18020646102,171671,45.15
51106038784,172008,27.68
05786220107,172211,28.34
62678011877,172441,67.93
11368086671,172470,170.36
28208174702,172567,39.95
01818470018,172836,138.43
76531486403,172848,47.89
48175066722,173041,100.50
04261561487,173104,172.90
73758715600,173436,3.50
80566013108,173768,19.86
01335070643,174152,90.34
03643218106,174206,16.49
60652552404,174255,71.07
20113555308,174467,30.20
84427878201,174561,44.76
01232686785,174808,83.53
31755770402,174813,15.79
51000110801,175472,23.11
01151647158,175503,15.29
62320025620,175568,62.47
48551571704,175666,25.32
81685676503,176217,23.04
24622425005,176381,35.44
64006144207,176428,17.98
30112086223,176646,52.21
76518777801,177135,41.12
02054542607,177157,43.84
87453141307,177467,26.11
04571347651,177600,96.40
02574802811,178248,20.60
07708156173,178474,28.95
01465854027,178573,29.40
05236386503,178726,39.14
02112360610,178807,22.97
87745435007,180022,43.44
48752040486,180204,35.42
25576540203,181040,85.40
06008285235,181055,151.24
05688031681,181276,27.27
07223028065,181315,87.24
02473077572,181405,16.26
06470658080,181716,92.37
04753630320,181720,35.54
03557250118,182307,188.23
41864025650,182625,19.84
03302134050,183061,138.49
32310013007,183140,27.27
02312548843,183615,69.18
16736025601,184157,87.00
47880245407,184201,174.70
00028137877,184328,31.81
35776680005,184345,69.52
01846513608,184367,12.97
20750015867,184402,40.76
00278888321,184566,85.94
07762415838,184608,116.83
71036072713,184645,48.70
53381261403,184647,109.35
26110633308,184771,28.50
43508048117,185040,68.20
08760067250,185250,88.61
68527034384,185803,39.30
18866357406,186100,55.85
08170420808,186152,13.75
06764246044,186166,24.46
05373713286,186336,60.86
11042818707,186688,42.46
20281021870,187075,8.96
07432100161,187150,45.81
84874043067,187522,173.38
08383853678,187525,91.10
83858077502,187567,95.71
07201673614,187655,54.51
44302104007,187744,111.36
05673881363,187765,24.94
21507016264,187810,35.20
43810370404,188467,73.30
02311242101,188624,35.66
03382215201,188717,36.55
45848051245,200007,31.50
57076243107,200170,6.71
13061658502,200281,136.11
05207050674,200623,45.42
34416158805,200752,111.73
87830705003,201058,14.29
25076044568,201106,74.58
54383038718,201134,12.26
08241635503,201356,27.83
75583524101,201571,119.12
05566051258,201662,117.65
28854376007,201712,23.92
06075545318,201720,196.70
84076462105,202063,47.31
04362015137,202122,17.61
35226060514,202282,111.41
74764051707,202413,3.12
56551051806,202667,19.41
02570157187,202803,44.77
81612754405,202828,27.94
03308035473,203073,196.12
01467067045,203348,40.18
00305078675,203381,99.70
02084715151,203628,18.61
01146044067,203864,167.38
24318088880,204112,76.32
03674177482,204176,43.92
54237037805,204275,183.62
08035775543,204286,32.59
80245018502,204360,34.47
37162070615,204458,38.67
48477054302,204535,34.50
07007070801,204536,76.16
05321003478,204650,144.70
07483248004,204827,102.50
07148010877,205365,25.64
01070303721,205505,27.80
22161051846,205544,130.75
72143777708,206228,42.22
03184323347,206363,24.29
05753108778,206371,46.22
46768048187,206487,49.15
82121076403,206500,14.15
17070485508,206537,46.48
52604484707,206755,44.67
63057056327,207471,99.84
54876671003,207570,118.59
37142443500,207580,98.63
62445038800,207745,17.67
48417015330,208035,160.59
03773665640,208436,1.49
04637400581,208537,39.95
04513576106,208555,19.30
04671407525,208558,56.30
34776712401,208602,95.77
40152424602,208885,15.29
50448011388,210023,111.48
67765280703,210048,26.92
85352055212,210387,40.13
07032247713,210753,122.52
02866766018,210861,7.22
46245066636,211012,19.28
24021035222,211130,28.50
08335034601,211644,30.82
81400864106,211674,113.29
02337083722,211742,54.36
04062738336,211748,22.23
26352042207,211848,2.56
01603888202,212643,27.11
02552743162,213306,41.21
08842581762,213570,11.25
30363006664,213576,15.51
37200060657,213708,34.63
40385111502,213723,119.08
70085021071,214001,16.78
01175556546,214317,69.48
08367274221,214404,70.40
03617275870,214562,40.98
52617874503,214675,17.93
02778561134,214746,17.54
02814521853,214854,33.77
02357028422,215176,95.41
13485313401,215206,85.84
18634181801,215318,14.90
01111858522,215324,26.17
57406408704,215402,72.29
01270646100,215586,48.54
75447837306,215622,16.23
14485080436,215835,30.62
48811056214,215883,11.80
21443448400,216031,6.32
31128066581,216337,99.62
57221048078,216372,36.54
01248164831,216435,149.58
78250814808,216826,146.80
87646242308,216850,54.50
04505424554,216884,37.69
01373003751,217657,21.64
21373027000,217707,89.90
08035013810,217873,34.33
56651073225,218078,48.56
08751501273,218135,5.16
60466181508,218174,107.43
06604283331,218225,44.74
51058551107,218274,40.40
85514050884,218536,13.56
06318757064,218632,26.66
06413625712,218700,22.61
64105224201,218716,36.96
54118300301,220021,47.98
44837016256,220220,36.66
06336252762,220235,36.79
71281036127,220246,38.91
04302020108,220250,5.00
05887121613,220308,46.20
00353514703,220643,74.68
28351025384,222032,173.50
57087074605,222107,20.22
71330001274,222114,33.91
28448021646,222348,32.60
41714216705,222443,23.61
07456402764,222711,80.87
35852002262,223053,34.76
66725015358,223077,26.73
52046326401,223204,164.46
33013488605,223348,98.31
30388048338,223435,139.33
51851018605,223500,24.51
62672058732,223551,16.18
64180084854,223774,13.59
02007183548,223862,105.68
16711024464,224048,35.43
72510014124,224200,56.70
08026684417,224267,64.57
05004743322,224338,112.73
03475027178,224466,29.78
41045012088,224658,36.89
56574043275,224746,13.64
37741010733,225084,62.56
04435844347,225420,7.93
28016047215,225803,89.86
04312455226,225868,15.90
83506048835,226063,86.76
00586450074,226123,14.40
06716662224,226217,40.85
07368620878,226220,188.96
04776755577,226331,15.28
37462065835,226335,43.67
75840611004,226658,16.50
01210851885,226721,45.84
22773268506,226763,45.74
43550757608,226773,96.83
00715103112,226848,42.36
28355084507,227281,135.23
04235655403,227448,89.10
00062200774,227463,29.58
35276042602,227665,31.23
43267565508,227743,20.95
08287850713,228182,8.84
03700025861,228607,34.21
00308007881,228676,65.44
66230556806,228764,149.41
53724347402,228880,1.10
55002052578,230276,57.13
65163053213,230284,46.62
56710045888,230342,99.51
06677671782,230386,43.36
28003710407,230611,49.95
58173054118,231141,35.61
03876112226,231177,42.14
20631020103,231318,39.31
47604437702,231372,42.21
05648352503,231373,72.60
37630067173,231437,3.13
07745406372,231628,70.30
26068031450,231668,25.53
24005800002,231807,62.95
38648056813,232417,32.28
43437651600,232463,117.99
06311808658,232507,103.12
08486122642,232631,7.67
27155203800,232676,190.47
08154040138,232753,44.30
00584116514,233237,190.35
